anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,word
1,0,0,1,0,1,1,0,1,0,disturbance
1,0,0,0,0,1,0,0,1,0,disturbed
1,0,1,1,0,1,1,1,1,0,divorce
0,0,0,0,0,0,0,0,1,0,dizzy
0,0,0,0,0,0,0,1,0,1,doctor
0,0,0,1,0,0,0,0,1,0,dominant
1,0,0,1,0,0,0,0,1,1,dominate
1,0,0,1,0,1,0,0,1,0,domination
0,0,0,0,0,0,0,0,0,1,donation
0,0,0,1,0,0,0,0,1,0,doom
0,0,0,1,0,1,0,0,1,0,doomed
1,1,1,1,0,1,0,0,1,0,doomsday
0,0,0,1,0,1,0,1,1,0,doubt
0,0,0,0,0,0,0,0,1,0,doubtful
0,0,0,0,0,0,0,0,1,0,doubting
0,0,0,0,0,0,0,0,1,0,douche
0,1,0,1,0,0,0,0,1,0,dread
1,1,1,1,0,1,0,0,1,0,dreadful
0,0,0,0,0,0,0,0,1,0,drinking
0,0,1,0,0,0,0,0,0,0,drool
0,0,0,1,0,1,0,0,1,0,drown
0,0,0,0,0,1,0,0,0,0,drugged
0,0,1,0,0,0,0,0,1,0,drunken
0,0,0,0,0,0,0,0,1,0,drunkenness
0,0,0,1,0,0,0,1,1,0,dubious
0,0,0,0,0,0,0,0,0,1,duke
0,0,0,0,0,1,0,0,1,0,dull
0,0,0,0,0,0,0,0,1,0,dumb
0,0,0,0,0,0,0,0,1,0,dummy
1,0,0,0,0,1,0,0,1,0,dumps
1,0,1,1,0,1,0,0,1,0,dying
0,0,0,0,0,0,1,0,0,0,dynamic
0,1,0,0,1,0,1,1,0,1,eager
0,0,0,0,0,0,0,0,0,1,earn
0,0,0,0,0,0,0,0,0,1,earnest
0,0,0,0,0,0,0,0,0,1,ease
0,0,0,0,0,0,0,0,0,1,eat
0,0,0,0,0,0,0,1,0,0,economy
0,1,0,0,1,0,0,0,0,1,ecstasy
0,1,0,0,1,0,1,0,0,1,ecstatic
0,1,0,0,0,0,0,0,0,0,edition
0,0,0,0,0,0,0,0,0,1,educate
0,0,0,0,0,0,0,0,0,1,educated
0,0,0,0,0,0,0,1,0,1,educational
0,0,0,0,0,0,0,1,0,1,effective
0,0,0,0,0,0,0,0,0,1,efficiency
0,1,0,0,0,0,0,1,0,1,efficient
0,0,0,0,0,0,0,0,0,1,effort
0,0,1,0,0,0,0,0,1,0,egotistical
1,0,0,0,0,0,0,0,0,0,elbow
0,1,0,0,1,0,0,1,0,1,elegance
0,0,0,0,1,0,0,0,0,1,elegant
0,1,0,0,1,0,0,1,0,1,elite
0,0,0,0,0,1,0,0,1,0,embarrass
0,0,0,0,0,0,0,0,1,0,embarrassing
0,0,0,1,0,1,1,0,1,0,embarrassment
0,0,0,0,0,0,0,0,0,1,empathy
0,0,0,0,0,0,0,1,0,0,employ
0,0,0,0,0,1,0,0,0,0,emptiness
0,0,0,0,0,0,0,1,0,1,enable
0,0,0,0,1,0,0,1,0,1,encourage
0,0,0,0,0,0,0,0,0,1,encouragement
1,0,0,1,1,1,0,1,1,1,endless
1,0,1,1,0,0,0,0,1,0,enemy
0,0,0,0,0,0,0,0,0,1,energetic
0,1,0,0,1,0,0,1,0,1,engaged
0,0,0,0,1,0,0,1,0,1,engaging
0,1,0,0,1,0,0,1,0,1,enjoy
0,1,0,0,1,0,0,1,0,1,enjoying
0,0,0,0,1,0,0,1,0,1,enlighten
0,0,0,0,1,0,0,0,0,1,entertain
0,0,0,0,1,0,0,0,0,1,entertained
0,1,0,0,1,0,0,0,0,1,entertaining
0,1,0,0,1,0,1,1,0,1,entertainment
0,1,0,0,1,0,1,0,0,1,enthusiasm
0,1,0,0,1,0,1,0,0,1,enthusiast
0,0,0,0,0,0,0,0,1,0,envious
1,1,1,1,0,1,1,0,1,0,epidemic
0,0,0,0,1,0,0,1,0,1,equality
0,0,0,0,0,0,0,0,0,1,equally
0,0,0,0,0,0,0,0,0,1,equity
0,1,0,0,1,0,1,1,1,1,erotic
0,1,0,1,0,0,0,0,1,1,escape
0,0,0,1,0,0,0,0,0,0,escaped
0,0,0,0,0,0,0,0,0,1,essential
1,0,1,1,0,1,0,0,1,0,evil
0,0,0,1,0,0,1,0,1,0,examination
0,1,0,0,1,0,1,1,0,1,excel
0,0,1,0,1,0,0,1,0,1,excellence
0,0,0,0,1,0,0,1,0,1,excellent
0,0,0,0,0,0,0,1,0,1,exchange
0,0,0,0,0,0,0,0,0,1,excitable
1,1,0,1,1,0,1,0,0,1,excite
0,1,0,0,1,0,1,1,0,1,excited
0,1,0,0,1,0,1,0,0,1,excitement
0,1,0,0,1,0,1,0,0,1,exciting
0,0,1,0,0,1,0,0,1,0,excluded
0,0,0,0,0,1,0,0,1,0,excluding
0,0,0,1,0,0,0,0,1,0,excruciating
0,0,0,0,0,0,0,0,1,0,excuse
1,0,0,1,0,1,0,1,1,0,execution
0,0,0,0,0,0,0,0,1,0,exhaust
0,0,0,0,0,1,0,0,1,0,exhausted
0,1,0,0,0,1,0,0,1,0,exhaustion
0,1,0,0,0,0,1,1,0,1,expect
0,1,0,0,0,0,0,0,0,1,expectation
0,1,0,0,0,0,0,0,0,0,expected
0,1,0,0,0,0,0,0,0,0,expecting
0,0,0,0,0,0,0,0,1,0,expenses
0,0,0,0,0,0,0,1,0,1,experienced
0,1,0,0,0,0,1,0,0,0,experiment
0,0,0,0,0,0,0,1,0,1,expert
0,0,0,0,0,0,0,1,0,1,expertise
0,0,0,0,0,0,0,1,0,1,explain
0,1,0,0,0,0,0,0,0,0,explore
0,0,0,0,0,0,0,0,0,1,extra
0,0,0,0,0,0,0,1,0,0,eyewitness
0,0,0,0,0,0,0,1,0,0,fact
0,0,0,0,0,0,0,1,0,1,facts
0,0,0,0,0,0,0,1,0,1,faculty
0,0,0,0,0,0,0,0,1,0,fade
1,1,0,1,0,1,0,0,1,0,failing
0,0,1,1,0,1,0,0,1,0,failure
0,0,0,1,0,1,1,0,1,0,fainting
0,0,0,0,0,0,0,0,0,1,fair
0,0,0,0,0,0,0,1,0,1,fairly
0,1,0,0,1,0,0,1,0,1,faith
0,0,0,0,0,0,0,1,0,1,faithful
0,0,0,0,0,1,0,0,1,0,faithless
0,0,0,0,0,0,0,0,1,0,fake
0,0,0,0,0,1,0,0,1,0,fall
0,0,0,0,0,1,0,0,1,0,falling
0,0,0,0,0,0,0,0,0,1,fame
0,0,0,0,0,0,0,1,0,1,familiar
0,0,0,0,0,0,0,0,0,1,famous
0,0,1,0,0,1,0,0,1,0,fat
1,0,0,1,0,1,0,0,1,0,fatal
0,0,0,1,0,1,0,0,1,0,fatality
0,1,0,0,0,0,0,0,1,0,fate
0,0,0,0,0,0,0,1,0,0,father
0,0,0,0,0,0,0,0,1,0,fatigue
0,0,1,0,0,1,0,0,1,0,fatty
0,0,0,0,0,1,0,0,1,0,fault
0,0,0,0,0,0,0,0,1,0,faulty
0,0,0,0,1,0,0,1,0,1,favorite
1,0,0,1,0,0,0,0,1,0,fear
0,0,0,1,0,1,0,0,1,0,fearful
0,0,0,1,0,0,0,0,1,0,fearing
0,0,0,1,0,0,0,0,0,1,fearless
1,0,0,0,0,0,0,0,1,0,fee
1,1,1,1,1,1,1,1,1,1,feeling
0,0,0,0,0,1,0,0,1,0,fell
0,0,0,0,0,0,0,1,0,1,fellow
0,0,0,0,0,0,0,0,0,1,fellowship
0,0,0,0,0,0,0,0,0,1,female
0,1,0,0,1,0,1,0,0,1,festival
0,0,0,0,1,0,0,0,0,1,festive
1,0,0,0,0,0,0,0,1,0,feud
0,0,0,1,0,0,0,0,0,0,fever
0,1,0,0,1,0,1,1,0,1,fiesta
1,0,0,1,0,0,0,0,1,0,fight
1,0,0,0,0,0,0,0,1,0,fighting
0,0,0,0,0,0,0,1,0,0,fill
0,1,1,0,1,0,1,1,0,1,finally
0,0,0,1,0,0,0,0,0,0,fire
0,0,0,0,1,0,0,0,0,1,flattering
0,0,0,1,0,0,0,0,0,0,fled
0,0,0,1,0,0,0,0,1,0,flee
1,0,1,0,0,1,0,0,1,0,fleece
0,0,0,0,0,0,0,0,0,1,fleet
0,0,1,0,0,0,0,0,0,0,flesh
0,0,0,0,0,0,0,0,0,1,flexibility
0,1,0,0,1,0,1,1,1,1,flirt
0,0,0,0,0,0,0,0,0,1,flow
0,0,0,0,0,0,0,0,0,1,flowery
0,0,0,1,0,0,0,0,1,0,flu
0,0,0,1,0,0,0,0,0,1,flying
1,0,0,1,0,0,0,0,1,0,foe
0,0,0,0,1,0,0,1,0,1,food
0,0,1,0,0,0,0,0,1,0,fool
0,0,0,0,0,0,0,0,1,0,foolish
0,0,0,0,0,0,0,0,1,0,foolishness
0,1,0,0,1,0,0,0,0,1,football
0,0,0,0,0,1,0,0,1,0,forbid
1,0,0,1,0,0,0,0,1,0,force
0,0,0,1,0,0,0,0,1,0,forced
1,1,0,0,0,0,0,0,0,0,forearm
0,0,0,0,0,0,0,0,1,0,forget
0,0,0,0,0,0,0,0,0,1,forgive
0,0,0,0,0,0,0,0,0,1,forgiven
0,0,0,0,0,0,0,1,0,1,forgiving
0,0,0,1,0,1,0,0,1,0,forgotten
0,1,0,0,1,0,1,1,0,1,fortune
0,0,0,0,0,0,0,0,0,1,forward
0,0,0,0,1,0,0,1,0,1,found
0,0,0,0,0,0,0,0,0,1,foundation
0,0,0,1,0,1,0,0,1,0,fragile
0,0,0,0,0,0,0,0,0,1,fragrant
0,1,1,1,0,0,1,0,1,0,frantic
0,0,0,0,1,0,0,1,0,1,freedom
0,0,0,0,1,0,0,1,0,1,freely
0,0,0,0,0,0,0,0,1,0,freezing
0,0,0,0,1,0,0,1,0,1,friend
0,1,0,0,1,0,0,1,0,1,friendly
0,0,0,0,1,0,0,1,0,1,friendship
0,0,0,1,0,0,1,0,1,0,fright
0,0,0,1,0,1,1,0,1,0,frighten
0,0,0,1,0,0,1,0,1,0,frightened
0,0,0,0,0,0,0,0,0,1,fruitful
1,0,1,0,0,1,0,0,1,0,frustrate
1,0,0,0,0,0,0,0,1,0,frustrated
1,0,0,0,0,0,0,0,1,0,frustration
0,0,0,0,1,0,0,0,0,1,fulfill
0,0,0,0,0,0,0,0,0,1,full
0,0,0,0,0,0,0,1,0,1,fully
0,0,0,0,0,0,0,0,1,0,fume
1,0,0,0,0,0,0,0,1,0,fuming
0,1,0,0,1,0,0,0,0,1,fun
0,0,0,0,0,0,0,1,0,1,fundamental
0,0,0,0,0,1,0,0,0,0,funeral
1,0,1,0,0,0,0,0,1,0,furious
1,0,0,0,0,0,0,0,0,0,furiously
1,0,0,1,0,1,0,0,1,0,fury
0,1,0,0,1,0,0,0,0,1,gain
0,0,0,0,0,0,0,0,0,1,gaining
0,0,0,0,0,0,0,0,1,0,gamble
0,1,0,0,0,0,1,0,1,0,gambling
1,0,0,1,0,0,0,0,1,0,gang
0,0,0,0,0,0,0,0,1,0,gap
0,0,0,0,1,0,0,0,0,1,garden
0,0,0,0,0,0,0,1,0,0,gate
0,0,0,0,0,0,0,1,0,0,gateway
0,0,0,0,0,0,0,1,0,1,gazette
0,0,0,0,0,0,0,1,0,1,general
0,1,0,0,1,0,1,1,0,1,generosity
0,0,0,0,1,0,0,1,0,1,generous
1,0,1,1,0,0,0,0,1,0,gent
0,0,0,0,0,0,0,1,0,1,gentleman
0,0,0,0,0,0,0,1,0,1,genuine
0,0,0,1,0,0,0,0,0,0,ghost
0,0,0,1,0,0,0,0,1,0,ghostly
0,0,0,1,0,0,0,0,0,0,giant
0,0,0,0,0,0,0,0,0,1,gigantic
0,0,0,0,1,0,0,0,0,1,giggle
0,0,0,0,0,0,0,0,0,1,giving
0,1,0,0,1,0,0,0,0,1,glad
0,0,0,0,0,1,0,0,1,0,gloom
0,0,0,0,0,1,0,0,1,0,gloomy
0,1,0,0,1,0,0,1,0,1,glory
0,1,0,0,1,0,0,1,0,1,glow
0,0,0,0,0,0,0,0,0,1,glowing
0,1,0,1,1,0,0,1,0,1,god
0,1,0,0,1,0,1,1,0,1,good
0,1,0,0,1,0,1,1,0,1,goodness
0,0,0,0,1,0,0,0,0,1,gorgeous
0,0,0,0,0,0,0,1,0,1,gospel
0,0,0,0,0,0,0,0,1,0,gossip
0,0,0,1,0,0,0,0,1,0,government
0,0,0,0,0,0,0,1,0,0,governor
1,0,0,0,0,0,0,0,1,0,grab
0,0,0,0,0,0,0,0,0,1,grace
0,0,0,0,0,0,0,0,0,1,graceful
0,0,0,0,0,0,0,0,0,1,gracious
0,1,0,1,1,0,1,1,0,1,graduation
0,1,0,0,1,0,0,1,0,1,grandchildren
0,0,0,0,0,0,0,1,0,0,grandfather
0,0,0,0,0,0,0,0,0,1,grandmother
0,0,0,0,0,0,0,0,0,1,grateful
1,0,1,0,0,0,0,0,1,0,grating
0,0,0,0,1,0,0,0,0,1,gratitude
0,0,0,1,0,1,0,0,1,0,grave
0,0,1,0,0,1,0,0,0,0,gray
0,0,1,0,0,0,0,0,0,0,greasy
0,0,0,0,0,0,0,0,0,1,greater
0,0,0,0,1,0,1,1,0,1,greatness
1,0,1,0,0,0,0,0,1,0,greed
0,0,1,0,0,0,0,0,1,0,greedy
0,0,0,0,1,0,0,1,0,1,green
0,0,0,0,0,0,1,0,0,1,greeting
0,0,0,0,0,1,0,0,1,0,grief
0,0,0,1,0,1,0,0,1,0,grieve
1,1,1,1,0,1,0,0,1,0,grim
0,0,1,0,0,0,0,0,1,0,grime
0,1,0,0,1,0,1,1,0,1,grin
0,0,1,0,0,0,0,0,1,0,gross
0,0,0,0,0,0,0,1,0,0,ground
0,0,0,1,0,1,0,0,1,0,grounded
0,1,0,0,1,0,0,1,0,1,grow
0,0,0,0,0,0,0,0,0,1,growth
1,0,0,0,0,0,0,0,1,0,grudge
0,0,0,0,0,0,0,1,0,1,guarantee
0,0,0,1,0,0,0,1,0,1,guard
0,0,0,0,0,0,0,1,0,1,guardian
0,0,0,0,0,0,1,0,0,0,guess
0,0,1,0,0,1,0,0,1,0,guilt
1,0,0,0,0,1,0,0,1,0,guilty
0,0,0,1,0,0,1,0,0,0,gulp
0,0,1,0,0,0,0,0,0,0,gut
0,0,0,0,0,0,0,0,0,1,guts
0,0,0,0,0,0,0,0,0,1,gymnast
0,0,1,0,0,0,0,0,1,0,hairy
1,0,0,0,0,1,0,0,1,0,hamstring
1,0,1,1,0,1,0,0,1,0,hanging
0,1,0,0,0,0,0,0,0,0,happen
0,0,0,0,1,0,0,0,0,1,happily
0,1,0,0,1,0,0,0,0,1,happiness
0,1,0,0,1,0,0,1,0,1,happy
1,0,1,0,0,0,0,0,1,0,harass
1,0,0,0,0,0,0,0,0,0,harassing
1,0,1,1,0,0,0,0,1,0,hardened
0,0,0,1,0,0,0,0,1,0,harm
1,0,1,1,0,1,0,0,1,0,harmful
0,0,0,0,1,0,0,1,0,1,harmony
1,0,1,1,0,1,0,0,1,0,hate
1,0,1,1,0,1,0,0,1,0,hateful
1,0,0,0,0,0,0,0,1,0,hating
1,0,1,1,0,1,0,0,1,0,hatred
0,0,0,1,0,1,0,0,1,0,haunted
0,0,0,1,0,0,0,0,1,0,hazard
0,0,0,1,0,0,0,0,1,0,hazardous
0,0,0,0,0,0,0,0,1,0,headache
0,0,0,0,1,0,0,1,0,1,heal
0,1,0,0,1,0,0,1,0,1,healing
0,0,0,0,0,0,0,0,0,1,healthy
0,0,0,1,0,0,0,0,1,0,hearing
0,0,0,0,0,0,0,0,1,0,heartburn
0,0,0,0,1,1,0,1,0,1,heartfelt
0,0,0,0,0,1,0,0,1,0,heartless
0,1,0,0,1,0,0,1,0,1,heavenly
0,0,0,0,1,0,0,1,0,1,heavens
0,0,0,0,0,0,0,0,1,0,heel
1,0,1,1,0,1,0,0,1,0,hell
1,0,1,1,0,1,0,0,1,0,hellish
0,0,0,0,0,0,0,1,0,1,helper
0,0,0,0,1,0,0,1,0,1,helpful
0,0,0,1,0,1,0,0,1,0,helpless
0,1,0,0,1,0,1,1,0,1,hero
0,0,0,0,1,0,1,1,0,1,heroic
0,0,0,0,0,0,0,0,1,0,heroin
0,0,0,0,0,0,0,1,0,1,heroine
0,0,1,0,0,0,0,0,1,0,herpes
0,0,0,1,0,0,0,0,1,0,hesitation
0,0,0,0,0,0,0,0,1,0,hidden
0,0,0,1,0,0,0,0,0,0,hide
0,0,0,1,0,0,0,0,0,0,hiding
0,1,0,1,1,0,1,0,1,1,highest
0,0,0,0,1,0,1,0,0,1,hilarious
0,1,0,0,1,0,0,1,0,1,hire
1,0,0,0,0,0,0,0,1,0,hit
0,0,0,0,1,0,0,0,0,1,hobby
0,0,0,0,0,1,0,0,1,0,hobo
0,1,0,0,1,0,0,0,0,1,holiday
1,0,1,1,0,1,0,0,1,0,holocaust
0,0,0,0,0,0,0,0,0,1,holy
1,1,1,1,0,1,0,0,1,0,homeless
0,0,0,0,0,1,0,0,1,0,homesick
0,0,0,1,0,0,0,0,0,0,homework
0,0,0,0,0,0,0,0,1,0,homosexuality
1,0,1,1,1,1,0,1,0,1,honest
0,0,0,0,0,0,0,1,0,1,honesty
0,0,0,0,0,0,0,0,0,1,honey
0,1,0,0,1,0,1,1,0,1,honeymoon
0,0,0,0,0,0,0,1,0,1,honor
0,1,0,0,1,0,1,1,0,1,hope
0,1,0,0,1,0,1,1,0,1,hopeful
0,0,0,1,0,1,0,0,1,0,hopeless
1,0,1,1,0,0,0,0,1,0,horrible
0,0,0,0,0,0,0,0,1,0,horribly
1,0,1,1,0,1,0,0,1,0,horrid
1,0,1,1,0,1,0,0,1,0,horrific
0,0,0,1,0,0,0,0,1,0,horrified
0,0,1,1,0,1,0,0,1,0,horrifying
1,0,1,1,0,1,1,0,1,0,horror
0,0,0,1,0,1,0,0,1,0,horrors
0,0,0,1,0,1,0,1,0,0,hospital
0,0,0,0,0,0,0,0,0,1,hospitality
1,0,1,1,0,0,0,0,1,0,hostile
1,0,0,0,0,0,0,0,0,0,hot
0,0,0,0,0,0,0,0,0,1,household
0,0,0,0,0,0,0,0,0,1,housekeeping
0,0,0,0,1,0,0,1,0,1,hug
0,0,0,0,0,0,0,0,0,1,humane
0,1,0,0,1,0,1,1,0,1,humanitarian
0,0,0,0,1,0,0,1,0,1,humanity
0,0,1,0,0,1,0,0,1,1,humble
1,0,0,0,0,1,0,0,1,0,humiliate
0,0,1,0,0,0,0,0,1,0,humiliating
0,0,1,0,0,1,0,0,1,0,humiliation
0,0,0,0,1,0,0,0,0,1,humorous
0,1,0,0,0,0,0,0,1,0,hungry
1,1,0,1,0,0,0,0,1,0,hunting
0,0,0,0,1,0,0,0,0,1,hurrah
0,1,0,0,0,0,0,0,0,0,hurry
1,0,0,1,0,1,0,0,1,0,hurt
1,0,1,1,0,1,0,0,1,0,hurtful
1,0,0,1,0,1,0,0,1,0,hurting
0,0,0,0,0,0,0,0,0,1,hush
0,1,0,0,1,1,0,1,0,1,hymn
0,0,1,0,0,0,0,0,1,0,idiot
1,0,1,0,0,0,0,0,1,0,idiotic
0,0,0,0,0,0,0,0,1,0,ignorance
0,0,1,0,0,0,0,0,1,0,ignorant
0,0,0,0,0,0,0,0,1,0,ignore
1,0,1,1,0,1,0,0,1,0,ill
0,0,0,1,0,1,0,0,1,0,illness
0,0,0,0,0,0,0,0,0,1,imaginative
0,1,0,0,0,0,0,0,1,1,immediately
1,0,1,1,0,1,0,0,1,0,immoral
0,0,0,0,0,0,0,0,0,1,immortal
0,1,0,0,0,0,0,0,0,0,immortality
0,1,0,0,0,0,0,0,1,0,impatient
0,1,0,0,0,0,0,0,0,1,importance
0,0,0,0,0,0,0,1,0,1,important
0,0,0,0,0,1,0,0,1,0,impossible
0,0,0,0,0,0,0,0,0,1,impress
0,0,0,0,0,0,0,0,0,1,impression
0,1,0,0,1,0,0,1,0,1,improve
0,0,0,0,0,0,0,0,0,1,improved
0,0,0,0,1,0,0,1,0,1,improvement
0,0,0,0,0,0,0,0,0,1,improving
0,0,0,0,0,1,0,0,1,0,inadequate
1,0,1,1,0,1,0,0,1,0,incest
0,0,0,0,0,0,1,0,0,0,incident
0,0,0,0,0,0,0,0,0,1,include
0,0,0,0,0,0,0,0,0,1,included
0,0,0,0,0,0,0,0,0,1,including
0,0,0,0,0,0,0,1,0,0,inclusion
0,0,0,0,0,0,0,0,0,1,inclusive
0,1,0,0,1,1,0,1,1,1,income
0,0,0,0,0,0,0,0,1,0,incompetence
1,0,0,0,0,1,0,0,1,0,incompetent
0,0,0,0,0,0,0,0,0,1,increase
0,0,0,0,0,0,0,0,1,0,indecisive
0,1,0,0,1,0,1,1,0,1,independence
0,0,0,0,0,0,0,0,0,1,individuality
0,0,0,0,0,0,0,0,1,0,ineffective
1,0,0,1,0,1,0,0,1,0,inequality
1,0,1,1,0,0,0,0,1,0,infamous
0,1,0,1,1,0,1,0,0,1,infant
0,0,1,0,0,0,0,0,1,0,infect
0,0,0,1,0,0,0,0,1,0,infection
0,0,1,1,0,1,0,0,1,0,infectious
0,0,0,0,0,1,0,0,1,0,inferior
0,0,0,0,0,0,0,0,0,1,infinite
0,1,0,0,1,0,0,1,0,1,infinity
0,0,0,0,0,0,0,0,1,1,influence
0,0,0,0,0,0,0,1,0,1,influential
0,0,0,0,0,0,0,1,0,0,inform
0,0,0,0,0,0,0,0,0,1,information
0,1,0,0,1,0,1,1,0,1,inheritance
1,0,0,1,0,1,0,0,1,0,injure
0,0,0,1,0,1,0,0,1,0,injured
1,0,0,1,0,1,0,0,1,0,injury
0,0,0,0,0,0,0,0,0,1,innocence
0,0,0,0,0,0,0,1,0,1,innocent
0,0,0,0,0,0,0,0,0,1,innocently
0,1,0,0,0,0,0,0,0,1,inquiry
1,0,0,1,0,0,0,0,1,0,insane
1,0,0,1,0,1,0,0,1,0,insecure
0,0,0,1,0,0,0,0,1,0,insecurity
1,0,0,0,0,1,0,0,1,0,insignificant
0,0,0,0,0,0,0,0,0,1,inspector
0,1,0,0,1,0,0,0,0,1,inspiration
0,1,0,0,1,0,0,1,0,1,inspire
0,0,0,0,1,0,1,1,0,1,inspired
0,0,0,0,0,0,0,1,0,1,instruction
0,1,0,0,0,0,0,1,0,0,instructions
0,1,0,0,0,0,0,1,0,1,instructor
1,0,1,0,0,1,1,0,1,0,insult
1,0,1,1,0,1,0,0,1,0,insulting
0,0,0,0,0,0,0,0,0,1,intellect
0,0,0,0,0,0,0,0,0,1,intellectual
0,0,0,1,1,0,0,1,0,1,intelligence
0,0,0,0,0,0,0,1,0,1,intelligent
0,0,0,0,0,0,0,1,0,0,intend
0,1,0,0,0,0,0,0,0,1,intended
0,0,0,0,0,0,0,0,0,1,interest
0,0,1,0,0,1,0,0,0,1,interested
0,0,0,0,0,0,0,0,0,1,interesting
0,0,0,0,0,0,0,0,1,0,interference
0,0,1,0,0,0,0,1,0,1,interior
1,0,0,0,0,0,1,0,1,0,interrupt
0,0,0,0,0,1,0,0,1,0,interrupted
0,0,0,1,0,0,0,0,0,0,interviewer
0,0,0,1,0,0,0,0,1,0,intimidate
0,0,1,0,0,0,0,0,1,0,intoxicated
1,0,0,1,0,1,1,0,1,0,invade
1,0,0,0,0,0,0,0,1,0,invasion
0,0,0,0,0,0,0,0,0,1,investigate
0,1,0,0,0,0,0,0,0,0,investigation
1,0,0,0,0,0,0,0,0,0,involvement
0,0,1,1,0,0,0,0,1,0,irrational
0,0,0,0,0,0,0,0,1,0,irresponsible
1,0,0,0,0,0,0,0,1,0,irritable
1,0,1,0,0,0,0,0,1,0,irritating
1,0,1,0,0,1,0,0,1,0,irritation
0,0,0,1,0,1,0,0,1,0,isolated
0,0,0,0,0,1,0,0,1,0,isolation
0,1,0,0,1,0,1,0,0,1,jackpot
0,0,0,1,0,0,0,0,0,0,jaws
1,0,1,0,0,0,0,0,1,0,jealous
1,0,1,1,0,1,0,0,1,0,jealousy
1,0,0,0,0,0,1,0,0,0,jerk
0,0,0,0,0,0,0,0,0,1,job
0,0,0,0,0,0,0,0,0,1,join
0,0,0,0,0,0,0,0,0,1,joined
0,0,0,0,0,0,0,0,1,0,joke
0,0,0,0,1,0,1,0,0,1,joker
0,0,0,0,0,0,0,0,0,1,joking
0,1,0,1,1,0,0,0,0,1,journey
0,0,0,0,1,0,0,0,0,1,joy
0,0,0,0,1,0,0,1,0,1,joyful
0,0,0,0,1,0,0,0,0,1,joyous
0,0,0,0,1,0,0,0,0,1,jump
0,0,0,0,0,0,0,1,0,1,justice
0,0,0,0,0,0,0,0,0,1,justification
1,0,0,0,0,0,0,0,1,0,kick
1,0,0,0,0,0,0,0,0,0,kicking
0,0,0,1,0,1,0,0,1,0,kill
1,0,0,1,0,1,0,0,1,0,killing
0,0,0,0,1,0,0,1,0,1,kind
0,0,0,0,0,0,0,0,0,1,kindness
0,0,0,0,0,0,0,0,0,1,king
0,1,0,0,1,0,1,0,0,1,kiss
0,0,0,0,0,0,0,0,0,1,knight
0,0,0,0,0,0,0,0,0,1,knowing
0,0,0,0,0,0,0,0,0,1,knowledge
0,1,0,0,1,0,1,1,0,1,labor
0,0,0,0,0,0,0,0,1,0,lack
0,0,0,0,0,0,0,0,1,0,lacking
0,0,0,0,0,0,0,0,0,1,land
0,0,1,0,0,0,1,1,0,0,larger
0,0,0,0,0,1,0,0,1,0,late
0,0,0,0,1,0,1,0,0,1,laugh
0,0,1,0,0,0,0,0,1,0,laughable
0,0,0,0,1,0,0,0,0,1,laughing
0,1,0,0,1,0,1,0,0,1,laughter
0,1,0,0,0,0,0,0,0,1,launch
0,0,0,0,0,0,0,1,0,0,law
1,0,1,1,0,1,1,0,1,0,lawsuit
1,0,1,1,0,0,0,0,1,0,lawyer
0,0,0,0,0,0,0,0,1,0,lazy
0,0,0,0,0,0,0,0,0,1,lead
0,0,0,0,0,0,0,1,0,1,leader
0,0,0,0,0,0,0,1,0,0,leading
0,0,0,0,0,0,0,0,0,1,league
0,0,0,0,0,0,0,0,0,1,learn
0,0,0,0,0,0,0,0,0,1,learning
0,0,0,0,0,1,1,0,1,0,leave
0,0,0,0,0,0,0,0,0,1,lecturer
0,0,0,0,0,0,0,1,0,1,legal
0,0,1,0,0,1,0,0,1,0,lesbian
0,1,0,0,0,0,0,1,0,1,lesson
0,0,1,1,0,1,0,0,1,0,lethal
0,1,0,0,0,0,0,0,0,0,letter
0,0,0,0,0,0,0,1,0,1,level
0,0,1,0,0,0,0,0,1,0,liar
0,1,0,0,1,0,1,1,0,1,liberty
0,0,0,0,0,0,0,0,0,1,library
0,0,1,0,0,0,0,0,1,0,lick
0,0,0,0,1,0,0,1,0,1,liking
1,0,0,0,0,1,0,0,1,0,limited
0,0,0,0,0,0,0,0,1,0,limp
1,0,0,0,1,1,0,0,1,0,liquor
0,0,0,0,0,0,0,0,0,1,logical
0,0,0,0,0,1,0,0,0,0,lone
0,0,0,1,0,1,0,0,1,0,loneliness
1,0,1,1,0,1,0,0,1,0,lonely
0,0,0,0,0,1,0,0,1,0,lonesome
0,1,0,0,0,0,0,0,0,0,long
0,0,0,0,0,0,0,0,0,1,longevity
0,1,0,0,0,1,0,0,0,0,longing
0,0,1,0,0,0,0,1,1,1,lord
1,0,1,1,0,1,1,0,1,0,lose
1,0,0,0,0,1,0,0,1,0,losing
1,0,0,1,0,1,0,0,1,0,loss
0,0,0,0,0,1,0,0,1,0,lost
0,1,0,0,0,0,0,0,0,0,lottery
0,0,0,0,0,0,0,0,1,0,lounge
0,0,0,0,1,0,0,0,0,1,love
0,1,0,0,1,1,1,1,0,1,lovely
0,1,0,0,1,0,0,1,0,1,lover
0,0,0,0,1,0,0,1,0,1,loving
0,0,0,0,0,1,0,0,1,0,lower
0,0,0,0,0,0,0,0,1,0,lowering
0,0,0,0,0,1,0,0,1,0,lowest
0,0,0,0,0,1,0,0,1,0,lowly
0,0,0,1,1,0,1,1,0,1,loyal
