"imdbid","year","rating","title","originalTitle","isAdult","startYear","runtimeMinutes","genres","averageRating","metascore","country","budget","open_usa","gross_usa","gross_world","won_oscar","oscars_won","nominated_oscar","oscars_nominations"
"1564585",2010,"ok","Skyline","Skyline",FALSE,2010,92,"Action,Sci-Fi,Thriller",4.4,26,"USA",1e+07,11692415,21393620,66984887,0,0,0,0
"0980970",2010,"ok","The Chronicles of Narnia: The Voyage of the Dawn Treader","The Chronicles of Narnia: The Voyage of the Dawn Treader",FALSE,2010,113,"Adventure,Family,Fantasy",6.3,53,"USA;UK",1.55e+08,24005069,104386950,415686217,0,0,0,0
"1302067",2010,"no_women","Yogi Bear","Yogi Bear",FALSE,2010,81,"Adventure,Animation,Comedy",4.6,35,"USA;NewZealand",8e+07,16411322,100246011,203518375,0,0,0,0
"1334260",2010,"ok","Never Let Me Go","Never Let Me Go",FALSE,2010,103,"Drama,Romance,Sci-Fi",7.1,69,"UK",1.5e+07,111734,2434652,9918093,0,0,0,0
"0964517",2010,"about_men","The Fighter","The Fighter",FALSE,2010,116,"Biography,Drama,Sport",7.8,79,"USA",2.5e+07,300010,93617009,129190869,1,2,0,0
"0775489",2010,"no_women","The Illusionist","L'illusionniste",FALSE,2010,90,"Animation,Drama,Family",7.5,82,"France;UK",1.7e+07,38594,2231474,6007194,0,0,1,1
"1120985",2010,"about_men","Blue Valentine","Blue Valentine",FALSE,2010,112,"Drama,Romance",7.4,81,"USA",1e+06,193728,9706328,15440333,0,0,1,1
"1273678",2010,"ok","The Spy Next Door","The Spy Next Door",FALSE,2010,94,"Action,Comedy,Family",5.4,27,"USA",2.8e+07,9726056,24307086,66166000,0,0,0,0
"0758752",2010,"about_men","Love & Other Drugs","Love & Other Drugs",FALSE,2010,112,"Comedy,Drama,Romance",6.7,55,"USA",3e+07,9739161,32367005,102820008,0,0,0,0
"1588875",2010,"no_women","How I Ended This Summer","Kak ya provyol etim letom",FALSE,2010,130,"Drama",7,74,"Russia",2500000,4968,8733,730412,0,0,0,0
"0804497",2010,"no_talk","It's Kind of a Funny Story","It's Kind of a Funny Story",FALSE,2010,101,"Comedy,Drama,Romance",7.1,63,"USA",8e+06,2013406,6363628,6491240,0,0,0,0
"1421051",2010,"ok","Somewhere","Somewhere",FALSE,2010,97,"Comedy,Drama",6.3,67,"USA;UK;Italy;Japan",7e+06,119086,1785645,14788642,0,0,0,0
"0989757",2010,"no_women","Dear John","Dear John",FALSE,2010,108,"Drama,Romance,War",6.3,43,"USA",2.5e+07,30468614,80014842,114984666,0,0,0,0
"1433108",2010,"no_women","Faster","Faster",FALSE,2010,98,"Action,Crime,Drama",6.4,44,"USA",2.4e+07,8523153,23240020,35626958,0,0,0,0
"1255953",2010,"ok","Incendies","Incendies",FALSE,2010,131,"Drama,Mystery,War",8.3,80,"Canada;France",6800000,50679,2071334,7099598,0,0,1,1
"1231583",2010,"no_talk","Due Date","Due Date",FALSE,2010,95,"Comedy,Drama",6.5,51,"USA",6.5e+07,32689406,100539043,211780824,0,0,0,0
"1423894",2010,"ok","Barney's Version","Barney's Version",FALSE,2010,134,"Comedy,Drama",7.3,67,"Italy;Canada",3e+07,65241,4439201,12106921,0,0,1,1
"1438216",2010,"ok","Oranges and Sunshine","Oranges and Sunshine",FALSE,2010,105,"Drama,History",7.1,60,"UK;Australia",4500000,18600,143480,5017653,0,0,0,0
"1518812",2010,"about_men","Meek's Cutoff","Meek's Cutoff",FALSE,2010,104,"Drama,Western",6.5,85,"USA",2e+06,20024,977772,1205257,0,0,0,0
"1244754",2010,"ok","Conviction","Conviction",FALSE,2010,107,"Biography,Crime,Drama",7.2,61,"Switzerland;UK;USA",12500000,102351,6783129,11104555,0,0,0,0
"0935075",2010,"ok","Rabbit Hole","Rabbit Hole",FALSE,2010,91,"Drama",7,76,"USA",5e+06,53778,2229058,5144717,0,0,1,1
"1612774",2010,"ok","Rubber","Rubber",FALSE,2010,82,"Comedy,Fantasy,Horror",5.8,59,"France;Angola",5e+05,16346,100370,101729,0,0,0,0
"1135084",2010,"no_talk","Takers","Takers",FALSE,2010,107,"Action,Crime,Thriller",6.2,45,"USA",3.2e+07,20512304,57744720,80205382,0,0,0,0
"1591095",2010,"ok","Insidious","Insidious",FALSE,2010,103,"Horror,Mystery,Thriller",6.8,52,"USA;Canada;UK",1500000,13271464,54009150,99557032,0,0,0,0
"1512235",2010,"no_talk","Super","Super",FALSE,2010,96,"Action,Comedy,Drama",6.7,50,"USA",2500000,46549,327716,422618,0,0,0,0
"1531663",2010,"no_talk","Everything Must Go","Everything Must Go",FALSE,2010,97,"Drama",6.4,65,"USA",5e+06,791676,2711643,2820490,0,0,0,0
"1405500",2010,"ok","For Colored Girls","For Colored Girls",FALSE,2010,133,"Drama",6.1,50,"USA",2.1e+07,19497324,37729698,37981984,0,0,0,0
"1194417",2010,"no_talk","Casino Jack","Casino Jack",FALSE,2010,108,"Biography,Comedy,Crime",6.2,51,"Canada",12500000,34528,1042959,1230933,0,0,0,0
"1415283",2010,"ok","Nanny McPhee Returns","Nanny McPhee and the Big Bang",FALSE,2010,109,"Comedy,Family,Fantasy",6.1,52,"UK;France;USA",3.5e+07,8407685,29011215,93251121,0,0,0,0
"1532503",2010,"no_talk","Beginners","Beginners",FALSE,2010,105,"Comedy,Drama,Romance",7.2,81,"USA",3200000,141340,5790894,14311701,1,1,0,0
"1568921",2010,"ok","The Secret World of Arrietty","Kari-gurashi no Arietti",FALSE,2010,94,"Adventure,Animation,Family",7.6,80,"Japan",2.3e+07,6446395,19587032,149184563,0,0,0,0
"0814255",2010,"ok","Percy Jackson & the Olympians: The Lightning Thief","Percy Jackson & the Olympians: The Lightning Thief",FALSE,2010,118,"Adventure,Family,Fantasy",5.9,47,"UK;Canada;USA",9.5e+07,31236067,88768303,226497209,0,0,0,0
"1235189",2010,"no_talk","Wild Target","Wild Target",FALSE,2010,98,"Action,Comedy,Crime",6.8,41,"UK;France",8e+06,23174,108589,3494154,0,0,0,0
"1226753",2010,"ok","The Debt","The Debt",FALSE,2010,113,"Drama,Thriller",6.8,65,"USA;UK;Hungary;Israel",2e+07,9909499,31177548,45636368,0,0,0,0
"1270761",2010,"ok","Don't Be Afraid of the Dark","Don't Be Afraid of the Dark",FALSE,2010,99,"Fantasy,Horror,Thriller",5.6,56,"USA;Australia;Mexico",2.5e+07,8525728,24046682,38269529,0,0,0,0
"1123373",2010,"ok","Detective Dee: The Mystery of the Phantom Flame","Di renjie: Tong tian di guo",FALSE,2010,123,"Action,Adventure,Drama",6.6,75,"China;HongKong",1.3e+07,52617,459836,51899269,0,0,0,0
"1440232",2010,"ok","Little White Lies","Les petits mouchoirs",FALSE,2010,154,"Comedy,Drama",7.1,50,"France;Belgium",2.5e+07,25654,206088,53319615,0,0,0,0
"0977855",2010,"ok","Fair Game","Fair Game",FALSE,2010,108,"Biography,Drama,Thriller",6.8,69,"USA;UnitedArabEmirates",2.2e+07,651082,9540691,25806953,0,0,0,0
"1403988",2010,"ok","The Romantics","The Romantics",FALSE,2010,95,"Comedy,Drama,Romance",5.1,43,"USA",4500000,45527,106524,191019,0,0,0,0
"1536044",2010,"ok","Paranormal Activity 2","Paranormal Activity 2",FALSE,2010,91,"Horror",5.6,53,"USA",3e+06,40678424,84752907,177512032,0,0,0,0
"1464580",2010,"no_talk","Stake Land","Stake Land",FALSE,2010,98,"Drama,Horror,Sci-Fi",6.5,66,"USA",650000,7258,33245,405380,0,0,0,0
"1013860",2010,"no_women","Dylan Dog: Dead of Night","Dylan Dog: Dead of Night",FALSE,2010,107,"Action,Comedy,Crime",5.1,31,"USA",2e+07,754779,1186538,5782515,0,0,0,0
"0968264",2010,"ok","The Conspirator","The Conspirator",FALSE,2010,122,"Crime,Drama,History",6.9,55,"USA",2.5e+07,3506602,11538204,15625544,0,0,0,0
"1393746",2010,"ok","Aftershock","Tang shan da di zhen",FALSE,2010,135,"Drama,History",7.5,NA,"China",2.5e+07,19329,62962,100297508,0,0,0,0
"1226273",2010,"no_talk","Edge of Darkness","Edge of Darkness",FALSE,2010,117,"Crime,Drama,Mystery",6.6,55,"UK;USA",8e+07,17214384,43313890,81126522,0,0,0,0
"1555064",2010,"ok","Country Strong","Country Strong",FALSE,2010,117,"Drama,Music",6.3,45,"USA",1.5e+07,30452,20218921,20529194,0,0,1,1
"0954947",2010,"no_talk","The Killer Inside Me","The Killer Inside Me",FALSE,2010,109,"Crime,Drama,Thriller",6.1,53,"UK;Sweden;Canada;USA",1.3e+07,11083,217277,4052191,0,0,0,0
"1452628",2010,"no_talk","Vanishing on 7th Street","Vanishing on 7th Street",FALSE,2010,92,"Horror,Mystery,Thriller",4.9,50,"USA",1e+07,2898,22729,1671196,0,0,0,0
"1185416",2010,"ok","When in Rome","When in Rome",FALSE,2010,91,"Comedy,Romance",5.6,25,"USA",5.5e+07,12350041,32680633,43053376,0,0,0,0
"1213648",2010,"no_talk","London Boulevard","London Boulevard",FALSE,2010,103,"Crime,Drama",6.2,52,"USA;UK",2.5e+07,3431,16075,8307227,0,0,0,0
"1294226",2010,"ok","The Last Song","The Last Song",FALSE,2010,107,"Drama,Music,Romance",6,33,"USA",2e+07,16007426,62950384,89137047,0,0,0,0
"1179056",2010,"ok","A Nightmare on Elm Street","A Nightmare on Elm Street",FALSE,2010,95,"Crime,Drama,Horror",5.2,35,"USA",3.5e+07,32902299,63075011,115694863,0,0,0,0
"1341188",2010,"ok","How Do You Know","How Do You Know",FALSE,2010,121,"Comedy,Drama,Romance",5.4,46,"USA",1.2e+08,7484696,30212620,48668907,0,0,0,0
"1106860",2010,"no_women","Ca$h","Ca$h",FALSE,2010,108,"Crime,Thriller",6,NA,"USA",7e+06,16469,46488,46488,0,0,0,0
"0817177",2010,"ok","Flipped","Flipped",FALSE,2010,90,"Comedy,Drama,Romance",7.7,45,"USA",1.4e+07,224233,1755212,4225921,0,0,0,0
"1023114",2010,"no_women","The Way Back","The Way Back",FALSE,2010,133,"Adventure,Drama,History",7.3,66,"USA;UnitedArabEmirates;Poland;India",3e+07,1218868,2701859,24172201,0,0,1,1
"0872230",2010,"ok","My Soul to Take","My Soul to Take",FALSE,2010,107,"Horror,Mystery,Thriller",4.8,25,"USA",2.5e+07,6842220,14744435,21500813,0,0,0,0
"1216492",2010,"ok","Leap Year","Leap Year",FALSE,2010,100,"Comedy,Romance",6.5,33,"USA;Ireland",1.9e+07,9202815,25918920,32686500,0,0,0,0
"1055292",2010,"ok","Life as We Know It","Life as We Know It",FALSE,2010,114,"Comedy,Drama,Romance",6.5,39,"USA",3.8e+07,14506464,53374681,105734416,0,0,0,0
"1334553",2010,"about_men","The Perfect Host","The Perfect Host",FALSE,2010,93,"Comedy,Crime,Thriller",6.8,48,"USA",5e+05,7505,48764,453708,0,0,0,0
"1193631",2010,"ok","Step Up 3D","Step Up 3D",FALSE,2010,107,"Drama,Music,Romance",6.2,45,"USA",3e+07,15812311,42400223,159291809,0,0,0,0
"0978764",2011,"ok","Sucker Punch","Sucker Punch",FALSE,2011,110,"Action,Adventure,Fantasy",6,33,"USA;Canada",8.2e+07,19058199,36392502,89792502,0,0,0,0
"0990407",2011,"no_talk","The Green Hornet","The Green Hornet",FALSE,2011,119,"Action,Comedy",5.8,39,"USA",1.2e+08,33526876,98780042,227817248,0,0,0,0
"1092026",2011,"ok","Paul","Paul",FALSE,2011,104,"Adventure,Comedy,Sci-Fi",7,57,"USA;UK",4e+07,13043310,37412945,97984015,0,0,0,0
"1161864",2011,"ok","The Rite","The Rite",FALSE,2011,114,"Drama,Horror,Mystery",6,38,"USA;Hungary;Italy",3.7e+07,14789393,33047633,96560591,0,0,0,0
"1464540",2011,"no_talk","I Am Number Four","I Am Number Four",FALSE,2011,111,"Action,Adventure,Sci-Fi",6.1,36,"USA;India",6e+07,19449893,55100437,149878437,0,0,0,0
"1034389",2011,"no_women","The Eagle","The Eagle",FALSE,2011,114,"Action,Adventure,Drama",6.2,55,"UK;USA",2.5e+07,8684464,19490041,37989684,0,0,0,0
"1385826",2011,"ok","The Adjustment Bureau","The Adjustment Bureau",FALSE,2011,106,"Romance,Sci-Fi,Thriller",7,60,"USA",50200000,21157730,62495645,127869379,0,0,0,0
"1192628",2011,"no_talk","Rango","Rango",FALSE,2011,107,"Adventure,Animation,Comedy",7.2,75,"USA",1.35e+08,38079323,123477607,245724603,1,1,0,0
"1217613",2011,"no_talk","Battle Los Angeles","Battle Los Angeles",FALSE,2011,116,"Action,Sci-Fi",5.7,37,"USA",7e+07,35573187,83552429,211819354,0,0,0,0
"1478338",2011,"ok","Bridesmaids","Bridesmaids",FALSE,2011,125,"Comedy,Romance",6.8,75,"USA",32500000,26247410,169106725,288383523,0,0,1,2
"1486185",2011,"ok","Red Riding Hood","Red Riding Hood",FALSE,2011,100,"Fantasy,Horror,Mystery",5.5,29,"USA;Canada",4.2e+07,14005335,37662162,90260376,0,0,0,0
"1152398",2011,"no_talk","Beastly","Beastly",FALSE,2011,86,"Drama,Fantasy,Romance",5.6,40,"USA",1.7e+07,9851102,27865571,43202283,0,0,0,0
"0377981",2011,"ok","Gnomeo & Juliet","Gnomeo & Juliet",FALSE,2011,84,"Adventure,Animation,Comedy",5.9,53,"UK;USA;Canada",3.6e+07,25356909,99967670,193967670,0,0,0,0
"1189340",2011,"no_talk","The Lincoln Lawyer","The Lincoln Lawyer",FALSE,2011,118,"Crime,Drama,Thriller",7.3,63,"USA",4e+07,13206453,58009200,86752352,0,0,0,0
"0945513",2011,"no_talk","Source Code","Source Code",FALSE,2011,93,"Action,Drama,Mystery",7.5,74,"USA;Canada;France",3.2e+07,14812094,54712227,147332697,0,0,0,0
"1219289",2011,"no_talk","Limitless","Limitless",FALSE,2011,105,"Sci-Fi,Thriller",7.4,59,"USA",2.7e+07,18907302,79249455,161849455,0,0,0,0
"0993842",2011,"ok","Hanna","Hanna",FALSE,2011,111,"Action,Drama,Thriller",6.8,65,"USA;UK;Germany",3e+07,12370549,40259119,63782078,0,0,0,0
"1240982",2011,"no_talk","Your Highness","Your Highness",FALSE,2011,102,"Comedy,Fantasy",5.5,31,"USA",49900000,9360020,21596445,28013733,0,0,0,0
"1334512",2011,"about_men","Arthur","Arthur",FALSE,2011,110,"Comedy,Romance",5.7,36,"USA",4e+07,12222756,33035397,48147945,0,0,0,0
"1262416",2011,"ok","Scream 4","Scream 4",FALSE,2011,111,"Horror,Mystery",6.1,52,"USA",4e+07,18692090,38180928,97231420,0,0,0,0
"1411704",2011,"about_men","Hop","Hop",FALSE,2011,95,"Adventure,Animation,Comedy",5.4,41,"USA",6.3e+07,37543710,108085305,183953723,0,0,0,0
"1436562",2011,"no_talk","Rio","Rio",FALSE,2011,96,"Adventure,Animation,Comedy",6.9,63,"USA;Brazil",9e+07,39225962,143619809,483866518,0,0,1,1
"0480239",2011,"ok","Atlas Shrugged: Part I","Atlas Shrugged: Part I",FALSE,2011,97,"Drama,Mystery,Sci-Fi",5.6,28,"USA",2e+07,1677000,4627375,4627375,0,0,0,0
"0800369",2011,"ok","Thor","Thor",FALSE,2011,115,"Action,Adventure,Fantasy",7,57,"USA",1.5e+08,65723338,181030624,449326618,0,0,0,0
"1596343",2011,"ok","Fast Five","Fast Five",FALSE,2011,130,"Action,Adventure,Crime",7.3,66,"USA;Brazil;Japan",1.25e+08,86198765,209837675,626137675,0,0,0,0
"1411238",2011,"ok","No Strings Attached","No Strings Attached",FALSE,2011,108,"Comedy,Romance",6.2,50,"USA;UK",2.5e+07,19652921,70662220,149228077,0,0,0,0
"1454029",2011,"ok","The Help","The Help",FALSE,2011,146,"Drama",8.1,62,"USA",2.5e+07,26044590,169708112,216639112,1,1,0,0
"1403177",2011,"no_talk","Hesher","Hesher",FALSE,2010,106,"Comedy,Crime,Drama",7,45,"USA",7e+06,126046,382946,449702,0,0,0,0
"1527186",2011,"ok","Melancholia","Melancholia",FALSE,2011,135,"Drama,Sci-Fi",7.2,80,"Denmark;Sweden;France;Germany",7400000,257174,3030848,17039814,0,0,0,0
"1298650",2011,"no_talk","Pirates of the Caribbean: On Stranger Tides","Pirates of the Caribbean: On Stranger Tides",FALSE,2011,137,"Action,Adventure,Fantasy",6.6,45,"USA;UK",2.5e+08,90151958,241071802,1045713802,0,0,0,0
"1067583",2011,"no_talk","Water for Elephants","Water for Elephants",FALSE,2011,120,"Drama,Romance",6.9,52,"USA",3.8e+07,16842353,58709717,117094902,0,0,0,0
"1411697",2011,"no_talk","The Hangover Part II","The Hangover Part II",FALSE,2011,102,"Comedy",6.4,44,"USA;Thailand",8e+07,85946294,254464305,586764305,0,0,0,0
"0478304",2011,"no_women","The Tree of Life","The Tree of Life",FALSE,2011,139,"Drama,Fantasy",6.8,85,"USA",3.2e+07,372920,13303319,58409247,0,0,1,3
"1270798",2011,"ok","X-Men: First Class","X: First Class",FALSE,2011,131,"Action,Adventure,Sci-Fi",7.7,65,"USA;UK",1.6e+08,55101604,146408305,352616690,0,0,0,0
"1650062",2011,"ok","Super 8","Super 8",FALSE,2011,112,"Mystery,Sci-Fi,Thriller",7,72,"USA",5e+07,35451168,127004179,260095986,0,0,0,0
"1133985",2011,"no_talk","Green Lantern","Green Lantern",FALSE,2011,114,"Action,Adventure,Sci-Fi",5.5,39,"USA",2e+08,53174303,116601172,219851172,0,0,0,0
"1396218",2011,"no_talk","Mr. Popper's Penguins","Mr. Popper's Penguins",FALSE,2011,94,"Comedy,Family,Fantasy",6,53,"USA",5.5e+07,18445355,68224452,187361754,0,0,0,0
"1284575",2011,"ok","Bad Teacher","Bad Teacher",FALSE,2011,92,"Comedy,Romance",5.6,47,"USA",2e+07,31603106,100292856,216197492,0,0,0,0
"1399103",2011,"ok","Transformers: Dark of the Moon","Transformers: Dark of the Moon",FALSE,2011,154,"Action,Adventure,Sci-Fi",6.2,42,"USA",1.95e+08,97852865,352390543,1123794079,0,0,1,3
"1605783",2011,"ok","Midnight in Paris","Midnight in Paris",FALSE,2011,96,"Comedy,Fantasy,Romance",7.7,81,"Spain;USA;France",1.7e+07,599003,56817045,153959590,1,1,0,0
"1499658",2011,"ok","Horrible Bosses","Horrible Bosses",FALSE,2011,98,"Comedy,Crime",6.9,57,"USA",3.5e+07,28302165,117538559,209838559,0,0,0,0
"1201607",2011,"ok","Harry Potter and the Deathly Hallows: Part 2","Harry Potter and the Deathly Hallows: Part 2",FALSE,2011,130,"Adventure,Drama,Fantasy",8.1,85,"UK;USA",1.25e+08,169189427,381409310,1341932398,0,0,1,3
"1632708",2011,"ok","Friends with Benefits","Friends with Benefits",FALSE,2011,109,"Comedy,Romance",6.5,63,"USA",3.5e+07,18622150,55802754,149542245,0,0,0,0
"0458339",2011,"no_talk","Captain America: The First Avenger","Captain America: The First Avenger",FALSE,2011,124,"Action,Adventure,Sci-Fi",6.9,66,"USA",1.4e+08,65058524,176654505,370569774,0,0,0,0
"1570728",2011,"ok","Crazy, Stupid, Love.","Crazy, Stupid, Love.",FALSE,2011,118,"Comedy,Drama,Romance",7.4,68,"USA",5e+07,19104303,84351197,145051197,0,0,0,0
"0409847",2011,"no_talk","Cowboys & Aliens","Cowboys & Aliens",FALSE,2011,119,"Action,Sci-Fi,Thriller",6,50,"USA;India",1.63e+08,36431290,100240551,174822325,0,0,0,0
"1318514",2011,"no_talk","Rise of the Planet of the Apes","Rise of the Planet of the Apes",FALSE,2011,105,"Action,Drama,Sci-Fi",7.6,68,"USA;UK;Canada",9.3e+07,54806191,176760185,481800873,0,0,1,1
"1449283",2011,"no_women","Winnie the Pooh","Winnie the Pooh",FALSE,2011,63,"Adventure,Animation,Comedy",7.2,74,"USA",3e+07,7857076,26692846,49871429,0,0,0,0
"1622547",2011,"no_talk","30 Minutes or Less","30 Minutes or Less",FALSE,2011,83,"Action,Comedy,Crime",6.1,49,"USA",2.8e+07,13330118,37053924,40662632,0,0,0,0
"0816462",2011,"ok","Conan the Barbarian","Conan the Barbarian",FALSE,2011,113,"Action,Adventure,Fantasy",5.2,36,"USA",9e+07,10021215,21295021,63523283,0,0,0,0
"0472181",2011,"ok","The Smurfs","The Smurfs",FALSE,2011,103,"Adventure,Animation,Comedy",5.4,30,"USA;Belgium;Canada",1.1e+08,35611637,142614158,563749323,0,0,0,0
"1832382",2011,"ok","A Separation","Jodaeiye Nader az Simin",FALSE,2011,123,"Drama",8.3,95,"Iran;France",5e+05,59481,7099055,22926076,1,1,0,0
"1772240",2011,"no_women","Apollo 18","Apollo 18",FALSE,2011,86,"Horror,Mystery,Sci-Fi",5.2,24,"USA;Canada",5e+06,8704271,17687709,26236153,0,0,0,0
"1540133",2011,"no_talk","The Guard","The Guard",FALSE,2011,96,"Comedy,Crime,Thriller",7.3,78,"Ireland",6e+06,76834,5360274,19561904,0,0,0,0
"1598778",2011,"ok","Contagion","Contagion",FALSE,2011,106,"Action,Drama,Thriller",6.7,70,"UnitedArabEmirates;USA",6e+07,22403596,75658097,136515867,0,0,0,0
"0780504",2011,"ok","Drive","Drive",FALSE,2011,100,"Crime,Drama",7.8,78,"USA",1.5e+07,11340461,35061555,76976666,0,0,1,1
"1302011",2011,"ok","Kung Fu Panda 2","Kung Fu Panda 2",FALSE,2011,90,"Action,Adventure,Animation",7.2,67,"USA",1.5e+08,47656302,165249063,665692281,0,0,1,1
"1564349",2011,"about_men","Dolphin Tale","Dolphin Tale",FALSE,2011,113,"Drama,Family",6.9,64,"Canada;USA",3.7e+07,19152401,72286779,95943453,0,0,0,0
"0999913",2011,"ok","Straw Dogs","Straw Dogs",FALSE,2011,110,"Action,Drama,Thriller",5.8,45,"USA",2.5e+07,5123760,10324441,11168712,0,0,0,0
"0873886",2011,"ok","Red State","Red State",FALSE,2011,88,"Action,Crime,Horror",6.2,50,"USA",4e+06,204230,1104682,1874460,0,0,0,0
"1448755",2011,"no_women","Killer Elite","Killer Elite",FALSE,2011,116,"Action,Thriller",6.4,44,"UK;Australia",7e+07,9352008,25124966,57084522,0,0,0,0
"1210166",2011,"no_talk","Moneyball","Moneyball",FALSE,2011,133,"Biography,Drama,Sport",7.6,87,"USA",5e+07,19501302,75605492,110206216,0,0,1,6
"1684628",2011,"ok","Circumstance","Circumstance",FALSE,2011,107,"Drama",5.8,65,"France;USA;Iran",1e+06,43318,454121,555511,0,0,0,0
"1562568",2011,"ok","Higher Ground","Higher Ground",FALSE,2011,109,"Drama",6.2,74,"USA",2e+06,21495,841733,1043262,0,0,0,0
"1478964",2011,"ok","Attack the Block","Attack the Block",FALSE,2011,88,"Action,Adventure,Comedy",6.6,75,"UK",1.3e+07,139506,1024175,6206022,0,0,0,0
"1124035",2011,"no_talk","The Ides of March","The Ides of March",FALSE,2011,101,"Drama,Thriller",7.1,67,"USA",12500000,10470143,40962534,76338111,0,0,1,1
"0433035",2011,"no_talk","Real Steel","Real Steel",FALSE,2011,127,"Action,Drama,Family",7.1,56,"USA;India",1.1e+08,27319677,85468508,299268508,0,0,1,1
"0472399",2011,"no_women","The Mechanic","The Mechanic",FALSE,2011,93,"Action,Thriller",6.6,49,"USA",4e+07,11422006,29121498,76130093,0,0,0,0
"1068242",2011,"ok","Footloose","Footloose",FALSE,2011,113,"Comedy,Drama,Music",5.9,58,"USA",2.4e+07,15556113,51802742,63543328,0,0,0,0
"1655442",2011,"no_talk","The Artist","The Artist",FALSE,2011,100,"Comedy,Drama,Romance",7.9,89,"France;Belgium;USA",1.5e+07,204878,44671682,133432856,1,5,0,0
"0905372",2011,"ok","The Thing","The Thing",FALSE,2011,103,"Horror,Mystery,Sci-Fi",6.2,49,"USA;Canada",3.8e+07,8493665,16928670,31505287,0,0,0,0
"1216475",2011,"about_men","Cars 2","Cars 2",FALSE,2011,106,"Adventure,Animation,Comedy",6.1,57,"USA",2e+08,66135507,191452396,559852396,0,0,0,0
"1509767",2011,"about_men","The Three Musketeers","The Three Musketeers",FALSE,2011,110,"Action,Adventure,Fantasy",5.7,35,"USA;Germany;France;UK",7.5e+07,8674452,20374484,132274484,0,0,0,0
"1053810",2011,"about_men","The Big Year","The Big Year",FALSE,2011,100,"Comedy",6.2,53,"USA;Canada",4.1e+07,3251884,7204138,8179416,0,0,0,0
"1498569",2011,"ok","Restless","Restless",FALSE,2011,91,"Drama,Romance",6.8,47,"USA",8e+06,15467,163265,2518012,0,0,0,0
"1242460",2011,"ok","We Need to Talk About Kevin","We Need to Talk About Kevin",FALSE,2011,112,"Drama,Mystery,Thriller",7.5,68,"UK;USA",7e+06,24587,1738692,9232318,0,0,0,0
"1637688",2011,"no_talk","In Time","In Time",FALSE,2011,109,"Action,Sci-Fi,Thriller",6.7,53,"USA",4e+07,12050368,37520095,173930596,0,0,0,0
"0983193",2011,"no_talk","The Adventures of Tintin","The Adventures of Tintin",FALSE,2011,107,"Action,Adventure,Animation",7.3,68,"USA;NewZealand;UK",1.35e+08,9720993,77591831,373993951,0,0,1,1
"1306980",2011,"about_men","50/50","50/50",FALSE,2011,100,"Comedy,Drama,Romance",7.6,72,"USA",8e+06,8644095,35014192,41097853,0,0,0,0
"1615147",2011,"no_talk","Margin Call","Margin Call",FALSE,2011,107,"Drama,Thriller",7.1,76,"USA",3500000,561906,5354039,19504039,0,0,1,1
"1720182",2011,"ok","October Baby","October Baby",FALSE,2011,107,"Drama",6.7,32,"USA",1e+06,102096,5357328,5396618,0,0,0,0
"1235170",2011,"ok","The Future","The Future",FALSE,2011,91,"Drama,Fantasy,Romance",6.2,67,"Germany;USA;France",1e+06,27137,568662,887172,0,0,0,0
"1675192",2011,"ok","Take Shelter","Take Shelter",FALSE,2011,121,"Drama,Horror,Thriller",7.4,85,"USA",5e+06,52041,1730296,3741098,0,0,0,0
"1462041",2011,"ok","Dream House","Dream House",FALSE,2011,84,"Drama,Mystery,Thriller",6,35,"USA;Canada",5e+07,8129355,21302340,39984400,0,0,0,0
"1253864",2011,"about_men","Immortals","Immortals",FALSE,2011,110,"Action,Drama,Fantasy",6,46,"USA;Canada;UK",7.5e+07,32206425,83504017,226904017,0,0,0,0
"1268799",2011,"no_talk","A Very Harold & Kumar Christmas","A Very Harold & Kumar 3D Christmas",FALSE,2011,90,"Adventure,Comedy",6.3,61,"USA",1.9e+07,12954142,35061031,36192775,0,0,0,0
"1758692",2011,"ok","Like Crazy","Like Crazy",FALSE,2011,86,"Drama,Romance",6.7,68,"USA",250000,123140,3395391,3852409,0,0,0,0
"1033575",2011,"ok","The Descendants","The Descendants",FALSE,2011,115,"Comedy,Drama",7.3,84,"USA",2e+07,1190096,82584160,177243185,1,1,0,0
"1564367",2011,"ok","Just Go with It","Just Go with It",FALSE,2011,117,"Comedy,Romance",6.4,33,"USA",8e+07,30514732,103028109,214945591,0,0,0,0
"1622979",2011,"about_men","Final Destination 5","Final Destination 5",FALSE,2011,92,"Horror,Thriller",5.8,50,"USA;Canada;Singapore;HongKong",4e+07,18031396,42587643,157887643,0,0,0,0
"1778304",2011,"ok","Paranormal Activity 3","Paranormal Activity 3",FALSE,2011,83,"Horror,Mystery,Thriller",5.8,59,"USA",5e+06,52568183,104028807,207039844,0,0,0,0
"0448694",2011,"no_talk","Puss in Boots","Puss in Boots",FALSE,2011,90,"Adventure,Animation,Comedy",6.6,65,"USA",1.3e+08,34077439,149260504,554987477,0,0,1,1
"1596346",2011,"ok","Soul Surfer","Soul Surfer",FALSE,2011,112,"Biography,Drama,Family",7,53,"USA",1.8e+07,10601862,43853424,47120948,0,0,0,0
"1204342",2011,"no_talk","The Muppets","The Muppets",FALSE,2011,120,"Adventure,Comedy,Family",7.1,75,"USA",4.5e+07,29239026,88631237,165184237,1,1,0,0
"0822847",2011,"no_talk","Priest","Priest",FALSE,2011,87,"Action,Horror,Thriller",5.7,41,"USA",6e+07,14953664,29137000,78309505,0,0,0,0
