"spam","to_multiple","from","cc","sent_email","time","image","attach","dollar","winner","inherit","viagra","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"Not Spam","1","1",0,"0",2012-01-22 14:09:42,0,0,0,"no",0,0,0,0.826,17,"Text","0",1,"0",1,"small"
"Not Spam","1","1",0,"1",2012-01-22 14:04:42,0,0,0,"no",0,0,0,5.106,198,"HTML","0",0,"0",1,"big"
"Not Spam","0","1",0,"0",2012-01-22 15:22:07,0,0,6,"no",0,0,0,19.142,257,"HTML","0",1,"0",20,"small"
"Not Spam","1","1",0,"1",2012-01-22 03:02:27,0,0,0,"no",0,0,0,31.928,888,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-01-22 16:48:46,1,1,0,"no",0,0,0,4.444,93,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-01-22 16:49:47,0,0,0,"no",0,0,0,9.411,250,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-22 17:12:04,0,0,0,"no",0,0,0,1.461,40,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-22 17:30:04,0,0,0,"no",0,0,0,0.88,27,"Text","0",0,"0",1,"none"
"Not Spam","0","1",0,"0",2012-01-22 15:23:41,0,0,0,"no",6,0,0,9.806,180,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-01-22 19:31:20,0,0,0,"no",0,0,0,11.479,427,"HTML","0",0,"0",6,"big"
"Not Spam","0","1",0,"1",2012-01-22 20:32:04,1,1,0,"no",0,0,0,6.684,141,"HTML","0",0,"0",2,"small"
"Not Spam","1","1",0,"1",2012-01-22 20:26:17,0,0,2,"no",0,0,0,40.236,1357,"HTML","0",0,"0",11,"big"
"Not Spam","0","1",0,"1",2012-01-22 18:36:16,0,0,0,"no",0,0,0,4.262,93,"HTML","1",0,"0",8,"small"
"Not Spam","0","1",0,"1",2012-01-22 18:44:41,0,0,0,"no",0,0,0,0.128,5,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"1",2012-01-22 21:44:58,0,0,0,"no",0,0,0,3.618,60,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-01-22 21:48:10,0,0,0,"no",0,0,0,6.277,96,"HTML","1",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-01-22 21:49:02,0,0,0,"no",0,0,0,1.49,40,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-22 21:50:03,0,0,0,"no",0,0,0,0.911,28,"Text","0",0,"0",1,"none"
"Not Spam","1","1",0,"1",2012-01-22 21:39:21,0,0,0,"no",0,0,0,3.04,73,"HTML","1",0,"0",4,"small"
"Not Spam","1","1",1,"1",2012-01-22 21:49:58,0,0,0,"no",0,0,0,2.14,43,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",1,"1",2012-01-23 09:02:23,0,0,0,"no",0,0,0,35.693,1101,"Text","1",0,"0",2,"small"
"Not Spam","0","1",1,"0",2012-01-23 04:51:21,0,0,0,"no",0,0,0,1.885,20,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-23 09:55:55,0,0,0,"no",0,0,0,13.332,263,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-23 04:55:05,0,0,0,"no",0,0,0,26.731,661,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-23 10:06:32,0,0,4,"no",1,0,0,7.735,189,"HTML","0",0,"0",5,"small"
"Not Spam","1","1",0,"0",2012-01-20 15:31:30,0,0,0,"yes",0,0,0,6.561,116,"Text","0",0,"0",1,"small"
"Not Spam","1","1",5,"0",2012-01-23 08:03:19,0,0,0,"no",0,0,0,2.78,69,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-23 08:06:02,0,0,18,"no",0,0,0,25.274,491,"HTML","0",0,"0",14,"small"
"Not Spam","1","1",0,"0",2012-01-21 09:08:13,0,0,0,"no",0,0,0,3.219,56,"Text","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-01-23 08:37:26,0,0,0,"no",0,0,0,35.925,460,"Text","0",0,"0",0,"big"
"Not Spam","1","1",0,"0",2012-01-23 09:01:32,0,0,0,"no",0,0,0,4.384,50,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-23 09:04:34,0,0,0,"no",0,0,0,8.107,191,"HTML","0",0,"0",2,"small"
"Not Spam","1","1",1,"1",2012-01-23 08:11:44,0,0,0,"no",0,0,0,13.811,522,"HTML","1",0,"0",7,"big"
"Not Spam","1","1",0,"0",2012-01-23 08:59:47,0,0,0,"no",0,0,0,2.546,43,"Text","0",0,"0",0,"none"
"Not Spam","1","1",0,"0",2012-01-23 09:36:19,0,0,0,"no",0,0,0,17.554,238,"Text","0",0,"0",8,"big"
"Not Spam","0","1",0,"0",2012-01-23 10:03:39,0,0,0,"no",0,0,0,8.817,148,"HTML","0",0,"0",4,"small"
"Not Spam","1","1",0,"0",2012-01-23 10:03:55,0,0,0,"no",0,0,0,5.056,64,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-23 15:57:47,0,0,0,"no",0,0,0,47.206,887,"HTML","0",0,"0",20,"small"
"Not Spam","0","1",0,"0",2012-01-23 15:58:10,0,0,0,"no",0,0,0,47.206,887,"HTML","0",0,"0",20,"small"
"Not Spam","0","1",0,"1",2012-01-23 10:03:04,0,0,0,"no",0,0,0,19.433,702,"HTML","1",0,"0",6,"big"
"Not Spam","1","1",0,"0",2012-01-23 11:51:21,1,2,0,"no",0,0,0,9.479,188,"HTML","0",0,"0",2,"small"
"Not Spam","1","1",0,"0",2012-01-23 11:57:02,0,1,0,"no",0,0,0,4.709,116,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-23 12:13:35,0,0,4,"no",0,0,0,9.255,145,"HTML","0",0,"0",6,"small"
"Not Spam","0","1",0,"1",2012-01-23 12:37:42,0,0,18,"no",0,0,0,11.14,230,"HTML","0",1,"0",7,"small"
"Not Spam","1","1",0,"0",2012-01-23 13:32:00,0,0,0,"no",0,0,0,11.854,180,"Text","0",1,"0",0,"small"
"Not Spam","1","1",1,"0",2012-01-23 13:47:58,0,0,0,"no",0,0,0,3.396,60,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-01-23 10:58:24,0,0,0,"no",0,0,0,0.293,7,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",0,"1",2012-01-23 13:09:23,0,0,0,"no",2,0,0,9.694,268,"HTML","1",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-01-23 14:31:05,0,0,0,"no",0,0,0,1.233,34,"Text","0",0,"0",2,"none"
"Not Spam","0","1",0,"1",2012-01-23 16:48:52,0,0,0,"no",0,0,0,1.931,50,"HTML","1",0,"0",4,"small"
"Not Spam","0","1",0,"1",2012-01-23 16:52:04,0,0,12,"no",0,0,0,10.403,257,"HTML","1",1,"0",10,"small"
"Not Spam","0","1",0,"0",2012-01-23 17:53:03,0,0,0,"no",0,0,0,23.576,602,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-23 18:03:49,0,0,0,"no",0,0,0,24.152,613,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-01-23 18:10:13,0,0,0,"no",0,0,0,24.311,615,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-23 18:12:46,0,0,18,"no",0,0,0,17.23,214,"HTML","0",1,"0",4,"small"
"Not Spam","0","1",0,"0",2012-01-23 18:19:48,0,0,0,"no",0,0,0,24.33,615,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-23 18:23:21,0,0,0,"no",0,0,0,25.972,645,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-23 18:23:58,0,0,0,"no",0,0,0,24.832,624,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-23 18:28:05,0,0,0,"no",0,0,0,25.017,625,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-01-23 19:14:17,0,0,0,"no",0,0,0,9.197,148,"HTML","0",0,"0",6,"small"
"Not Spam","1","1",0,"1",2012-01-23 19:47:13,0,0,0,"no",0,0,0,0.674,18,"HTML","0",0,"0",2,"none"
"Not Spam","0","1",0,"0",2012-01-23 20:27:46,0,0,0,"no",0,0,0,26.526,653,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",1,"1",2012-01-23 23:28:49,1,1,0,"no",0,0,0,13.948,351,"HTML","0",0,"0",12,"small"
"Not Spam","0","1",0,"0",2012-01-24 03:00:37,0,0,0,"no",0,0,0,23.761,604,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 10:04:07,0,0,22,"no",1,0,0,17.135,376,"HTML","0",0,"0",10,"small"
"Not Spam","0","1",0,"0",2012-01-24 06:26:05,0,0,0,"no",0,0,0,1.204,34,"Text","0",0,"0",2,"none"
"Not Spam","0","1",0,"0",2012-01-24 11:43:56,0,0,1,"no",0,0,0,1.341,32,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-24 11:43:59,0,0,4,"no",0,0,0,4.575,87,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 12:28:13,0,0,0,"no",0,0,0,5.358,111,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-01-24 06:32:48,0,0,0,"no",0,0,0,7.814,293,"HTML","1",0,"0",4,"small"
"Not Spam","0","1",0,"0",2012-01-24 13:17:34,0,0,4,"no",1,0,0,7.908,190,"HTML","0",0,"0",5,"small"
"Not Spam","0","1",0,"0",2012-01-24 08:09:40,0,0,0,"no",0,0,0,23.759,604,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 06:00:05,0,0,0,"no",0,0,0,3.306,89,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 06:00:04,0,0,0,"no",6,0,0,9.601,175,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 08:53:43,0,0,0,"no",0,0,0,24.223,614,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 08:54:54,0,0,0,"no",0,0,0,24.294,616,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",1,"1",2012-01-24 08:22:07,0,0,6,"no",0,0,0,17.235,508,"HTML","1",0,"0",2,"small"
"Not Spam","1","1",0,"1",2012-01-24 09:28:52,0,0,0,"no",0,0,0,0.332,9,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-24 09:15:27,0,0,0,"no",0,0,0,24.635,621,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 09:19:54,0,0,0,"no",0,0,0,24.686,622,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",1,"1",2012-01-24 09:47:49,0,0,0,"no",0,0,0,0.518,17,"Text","1",0,"0",0,"small"
"Not Spam","0","1",1,"1",2012-01-24 09:51:47,0,0,0,"no",0,0,0,1.888,54,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-01-24 08:56:45,0,0,0,"no",0,0,0,5.555,192,"HTML","1",0,"0",7,"small"
"Not Spam","0","1",1,"1",2012-01-24 10:01:40,0,0,0,"no",0,0,0,3.322,96,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-20 09:24:00,0,0,0,"no",0,0,0,22.817,446,"HTML","0",0,"0",55,"small"
"Not Spam","0","1",0,"0",2012-01-24 09:37:58,0,0,0,"no",0,0,0,25.26,632,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 09:50:10,0,0,0,"no",0,0,0,7.361,125,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-24 10:48:32,0,0,0,"no",0,0,0,26.55,656,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-24 08:13:11,0,0,0,"no",0,0,0,16.148,256,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",1,"0",2012-01-24 11:22:07,0,0,5,"no",0,0,0,0.639,36,"Text","0",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-01-24 11:13:10,0,0,0,"no",0,0,0,8.787,208,"HTML","0",0,"0",5,"big"
"Not Spam","0","1",0,"0",2012-01-24 11:38:34,0,0,0,"no",0,0,0,22.156,398,"HTML","0",0,"0",28,"small"
"Not Spam","0","1",0,"0",2012-01-24 11:42:50,0,0,0,"yes",0,0,0,150.455,2043,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-24 11:44:34,0,0,0,"yes",0,0,0,10.731,226,"HTML","0",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-01-24 12:09:39,0,0,2,"no",0,0,0,25.394,328,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-01-24 12:32:37,0,0,4,"no",0,0,0,4.85,96,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-01-24 14:10:48,0,0,4,"no",0,0,0,6.609,101,"HTML","1",0,"0",6,"small"
"Not Spam","1","1",0,"0",2012-01-24 14:11:01,0,0,0,"no",0,0,0,0.718,11,"Text","0",1,"0",0,"none"
"Not Spam","0","1",0,"1",2012-01-24 14:17:03,0,0,4,"no",0,0,0,7.853,129,"HTML","1",0,"0",6,"small"
"Not Spam","0","1",0,"0",2012-01-24 19:35:30,0,1,0,"no",0,0,0,14.765,179,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-01-24 14:29:14,0,0,0,"no",0,0,0,33.115,781,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 14:36:59,0,0,0,"no",0,0,0,30.363,724,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-01-24 14:56:35,0,0,4,"no",0,0,0,9.622,256,"HTML","1",0,"0",8,"small"
"Not Spam","0","1",0,"1",2012-01-24 14:58:50,0,0,0,"yes",0,0,0,17.402,233,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-01-24 16:32:38,0,0,0,"no",0,0,0,9.291,332,"HTML","1",0,"0",6,"small"
"Not Spam","0","1",0,"0",2012-01-24 18:33:41,0,0,24,"no",0,0,0,18.457,238,"HTML","0",1,"0",6,"small"
"Not Spam","0","1",0,"0",2012-01-24 18:59:06,0,0,0,"no",0,0,0,24.159,613,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-24 20:53:37,0,0,1,"no",0,0,0,2.013,35,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-24 22:19:03,0,0,0,"no",0,0,0,1.525,43,"Text","0",0,"0",3,"small"
"Not Spam","0","1",1,"0",2012-01-25 04:13:06,0,0,0,"no",0,0,0,7.577,103,"Text","0",1,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-25 04:13:06,0,0,4,"no",0,0,0,0.969,14,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-25 10:06:33,0,0,14,"no",1,0,0,15.123,335,"HTML","0",0,"0",9,"small"
"Not Spam","0","1",2,"1",2012-01-25 08:01:55,0,0,1,"no",0,0,0,3.22,66,"Text","1",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-01-25 08:42:11,0,1,0,"no",0,0,0,0.187,8,"Text","0",0,"0",0,"none"
"Not Spam","1","1",1,"0",2012-01-25 09:09:23,0,0,0,"no",0,0,0,2.107,57,"HTML","1",0,"0",2,"small"
"Not Spam","1","1",0,"0",2012-01-25 09:38:45,0,0,0,"no",0,0,0,11.438,170,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-25 09:44:48,0,0,0,"no",0,0,0,25.956,651,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-25 07:18:22,0,0,0,"no",0,0,0,5.903,104,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-01-25 10:38:47,0,0,0,"no",0,0,0,0.515,6,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",2,"1",2012-01-25 07:43:19,0,0,10,"no",0,0,0,17.12,383,"HTML","1",0,"0",10,"small"
"Not Spam","0","1",0,"1",2012-01-25 10:46:45,0,0,0,"no",0,0,0,1.814,52,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-25 11:06:34,0,0,2,"no",0,0,0,12.194,184,"HTML","0",1,"0",6,"small"
"Not Spam","0","1",0,"0",2012-01-25 11:10:16,0,0,0,"no",0,0,0,4.998,82,"HTML","0",0,"0",4,"small"
"Not Spam","0","1",0,"0",2012-01-25 08:31:25,0,1,0,"no",0,0,0,3.867,87,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-25 08:49:40,0,0,0,"no",0,0,0,4.64,84,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",0,"1",2012-01-25 12:08:20,0,0,0,"no",0,0,0,17.86,346,"HTML","1",0,"0",4,"small"
"Not Spam","0","1",0,"1",2012-01-25 12:31:11,0,0,0,"no",0,0,0,14.581,262,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-25 13:04:30,0,0,0,"no",0,0,0,16.198,242,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"1",2012-01-25 13:06:12,0,0,0,"no",0,0,0,2.74,54,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 10:10:08,0,0,0,"no",0,0,0,1.191,23,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-25 13:13:02,0,0,1,"no",0,0,0,23.483,407,"HTML","0",0,"0",31,"small"
"Not Spam","0","1",0,"0",2012-01-25 12:19:26,0,0,0,"no",0,0,0,0.754,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:24:04,0,0,0,"no",0,0,0,0.762,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:29:59,0,0,0,"no",0,0,0,0.803,25,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:33:00,0,0,0,"no",0,0,0,0.763,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:36:09,0,0,0,"no",0,0,0,0.765,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:38:38,0,0,0,"no",0,0,0,0.776,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:40:13,0,0,0,"no",0,0,0,0.756,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:43:06,0,0,0,"no",0,0,0,0.756,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:46:20,0,0,0,"no",0,0,0,0.765,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:47:43,0,0,0,"no",0,0,0,0.764,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:50:04,0,0,0,"no",0,0,0,0.774,24,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-01-25 12:51:30,0,0,0,"no",0,0,0,0.77,24,"Text","0",0,"0",0,"none"
"Not Spam","1","1",0,"0",2012-01-25 13:52:05,0,0,0,"no",0,0,0,0.383,12,"Text","0",1,"0",1,"small"
"Not Spam","1","1",0,"0",2012-01-25 13:54:01,0,0,0,"no",0,0,0,25.071,331,"Text","0",0,"0",1,"big"
"Not Spam","0","1",0,"0",2012-01-25 13:13:40,0,0,0,"no",0,0,0,0.34,12,"Text","0",0,"0",0,"none"
"Not Spam","1","1",0,"0",2012-01-25 14:16:14,0,0,0,"no",0,0,0,0.478,9,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 13:40:30,0,0,0,"no",0,0,0,0.413,19,"Text","0",0,"0",1,"none"
"Not Spam","1","1",0,"0",2012-01-25 16:08:13,0,0,0,"no",0,0,0,1.024,18,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-25 16:12:52,0,0,0,"no",0,0,0,24.289,620,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 16:18:37,0,0,0,"no",0,0,0,24.837,629,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-01-25 16:34:19,0,0,0,"no",0,0,0,1.727,38,"Text","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-01-25 16:37:06,0,0,0,"no",0,0,0,25.757,645,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",2,"1",2012-01-25 16:46:55,0,0,10,"no",0,0,0,23.308,477,"HTML","1",0,"0",12,"small"
"Not Spam","0","1",0,"0",2012-01-25 16:48:41,0,0,0,"no",0,0,0,26.954,665,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:02:37,0,0,0,"no",0,0,0,26.588,659,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:09:43,0,0,0,"no",0,0,0,27.971,685,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 14:24:36,0,0,0,"no",0,0,0,6.927,117,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:26:46,0,0,0,"no",0,0,0,27.998,685,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-01-25 14:25:13,0,0,0,"no",0,0,0,1.017,16,"HTML","0",0,"0",0,"big"
"Not Spam","1","1",0,"0",2012-01-25 14:26:24,0,0,0,"no",0,0,0,1.128,18,"HTML","0",0,"0",0,"big"
"Not Spam","1","1",0,"0",2012-01-25 14:27:44,0,0,0,"no",0,0,0,1.102,18,"HTML","0",0,"0",0,"big"
"Not Spam","1","1",0,"0",2012-01-25 14:29:37,0,0,0,"no",0,0,0,1.07,18,"HTML","0",0,"0",0,"big"
"Not Spam","1","1",0,"0",2012-01-25 14:31:11,0,0,0,"no",0,0,0,1.01,18,"HTML","0",0,"0",0,"big"
"Not Spam","1","1",0,"0",2012-01-25 14:32:19,0,0,0,"no",0,0,0,0.957,16,"HTML","0",0,"0",0,"big"
"Not Spam","1","1",0,"1",2012-01-25 18:48:36,0,0,0,"no",0,0,0,61.328,1764,"HTML","0",0,"0",32,"big"
"Not Spam","0","1",0,"0",2012-01-25 17:03:20,0,0,0,"no",0,0,0,4.556,82,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:14:03,0,0,0,"no",0,0,0,4.886,86,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:14:35,0,0,0,"no",0,0,0,4.508,82,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:16:05,0,0,0,"no",0,0,0,4.674,84,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:22:59,0,0,0,"no",0,0,0,4.622,83,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:25:51,0,0,0,"no",0,0,0,4.514,82,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 20:25:30,0,0,4,"no",0,0,0,13.998,198,"HTML","0",1,"0",8,"small"
"Not Spam","0","1",0,"0",2012-01-25 20:29:33,0,0,0,"no",0,0,0,28.119,689,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 17:36:44,0,0,0,"no",0,0,0,4.538,82,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 20:39:19,0,0,0,"no",0,0,0,28.638,696,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-26 01:58:18,0,0,0,"no",0,0,0,15.717,330,"HTML","0",0,"0",19,"big"
"Not Spam","0","1",0,"0",2012-01-25 18:12:38,0,0,0,"no",0,0,0,4.603,82,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-25 19:18:51,0,0,0,"no",0,0,0,22.012,395,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-25 22:54:11,0,0,1,"no",0,0,0,0.87,23,"Text","0",0,"0",0,"big"
"Not Spam","0","1",1,"1",2012-01-25 22:46:51,0,3,0,"no",1,0,0,0.851,24,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-01-26 08:35:51,0,0,0,"no",0,0,4,8.752,201,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-26 10:01:39,0,0,8,"no",1,0,0,11.577,266,"HTML","0",0,"0",7,"small"
"Not Spam","0","1",1,"1",2012-01-26 06:10:40,0,1,4,"no",0,0,0,7.33,189,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-01-26 06:10:40,0,0,29,"no",0,0,0,36.22,541,"HTML","0",0,"0",11,"small"
"Not Spam","0","1",0,"0",2012-01-26 06:10:40,0,0,0,"no",0,0,0,3.517,51,"Text","0",0,"0",1,"small"
"Not Spam","0","1",1,"1",2012-01-26 07:01:37,0,0,0,"no",1,0,0,1.44,43,"HTML","1",0,"0",6,"small"
"Not Spam","1","1",0,"0",2012-01-26 07:15:31,0,0,0,"no",0,0,0,9.014,119,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-26 05:58:34,0,0,0,"no",0,0,1,19.343,327,"HTML","0",0,"0",11,"small"
"Not Spam","0","1",0,"0",2012-01-26 12:30:46,0,0,0,"no",0,0,4,8.752,201,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-01-26 12:44:05,0,0,0,"no",0,0,4,8.752,201,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",1,"1",2012-01-26 07:45:08,0,0,4,"no",0,0,0,9.446,273,"HTML","1",0,"0",4,"big"
"Not Spam","1","1",5,"1",2012-01-26 12:55:37,0,0,4,"no",0,0,0,13.925,423,"HTML","1",0,"0",9,"small"
"Not Spam","1","1",1,"1",2012-01-26 08:02:02,0,0,4,"no",0,0,0,20.662,420,"HTML","1",0,"0",4,"big"
"Not Spam","0","1",0,"0",2012-01-26 08:03:08,0,0,0,"no",0,0,0,9.682,239,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-01-26 05:09:44,0,0,0,"no",0,0,0,4.516,82,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-01-26 08:18:01,0,1,0,"no",0,0,0,0.302,8,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"1",2012-01-26 08:23:19,0,0,0,"no",0,0,0,0.605,18,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-01-26 09:12:02,0,0,2,"no",0,0,0,59.007,1643,"HTML","0",0,"0",41,"big"
"Not Spam","0","1",0,"0",2012-01-26 15:21:56,0,0,0,"no",0,0,0,34.056,801,"HTML","0",0,"0",26,"small"
"Not Spam","0","1",0,"1",2012-01-26 10:44:20,0,0,0,"no",0,0,0,3.021,69,"HTML","1",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-01-26 10:55:38,0,0,0,"no",0,0,0,1.059,17,"Text","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-01-26 10:58:25,0,0,1,"no",0,0,0,1.325,42,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-01-26 16:27:39,0,0,0,"no",0,0,0,0.145,6,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"1",2012-01-26 11:30:18,0,0,0,"no",0,0,0,4.79,94,"HTML","1",0,"0",4,"small"
